count,phase,cycle_id,heading_source_cycle_id,heading_yaw,heading_concentration,heading_fallback,acc_H_x,acc_H_y,acc_H_z,omega_H_x,omega_H_y,omega_H_z,alpha_H_x,alpha_H_y,alpha_H_z,quat_H_B_w,quat_H_B_x,quat_H_B_y,quat_H_B_z,left_foot_z,right_foot_z
0.05,0.0625,0,0,-0.01718755905965744,0.9999634996483927,1,2.411234998357316,1.955594344031663,0.765594360617067,0.058199068289923675,-0.02037121170800419,0.16992605914169973,-28.877331999524646,-10.324097795979952,47.27475975876527,0.9999309566695216,0.0029575488212664905,0.009391043401823564,0.006414288952829751,0.03575887894928728,0.03448961650504465
0.052000000000000005,0.065,0,0,-0.01718755905965744,0.9999634996483927,1,2.385793421148035,2.2491998744675614,0.9845955166321172,0.0021887067156139703,-0.043626423069006055,0.24737004081708575,-28.00518078715485,-11.627605680500935,38.721990837693006,0.9999297416798851,0.00295711836433047,0.009348138303407595,0.006661791443604888,0.03599859880437258,0.03447570676491015
0.054,0.06749999999999999,0,0,-0.01718755905965744,0.9999634996483927,1,2.3641701542758726,2.4034601372727176,0.9451675043585599,-0.053044664283714564,-0.06833368395911063,0.31041946175394813,-27.616685499664264,-12.353630445052287,31.524710468431195,0.9999284173356375,0.0029006968212216843,0.009281101207196418,0.006971895221553284,0.03623916589852614,0.03445900095492974
0.056,0.06999999999999999,0,0,-0.01718755905965744,0.9999634996483927,1,2.3502903604813468,2.4990215274998375,0.9094870045048076,-0.10570011388933594,-0.09427957575998222,0.3611991114906966,-26.327724802810685,-12.972945900435795,25.389824868374237,0.9999270051994193,0.0027909645338612308,0.009188649264902827,0.0073323607779258474,0.036476311748502355,0.03443994775841622
0.058,0.0725,0,0,-0.01718755905965744,0.9999634996483927,1,2.318377069348498,2.558153829601848,0.927431797952293,-0.155442280663987,-0.11999733934795158,0.40197003327687275,-24.87108338732553,-12.858881793984677,20.38546089308807,0.9999254938383412,0.002630924978658682,0.009070970379900845,0.007733207760900928,0.03670630074885191,0.03441915124383803
0.06,0.075,0,0,-0.01718755905965744,0.9999634996483927,1,2.8640329992915547,0.5962559298283433,0.8061351427740764,-0.20228190939547955,-0.14584269979461334,0.4345008402347763,-23.419814365746277,-12.922680223330891,16.26540347895178,0.9999238629710556,0.002423549785229462,0.008927902585824274,0.008166224519205742,0.0369260559940507,0.03439719740418529
0.062,0.0775,0,0,-0.01718755905965744,0.9999634996483927,1,2.7583857220332946,2.446069263893546,0.8546902756478705,-0.15511756193845697,-0.13327215803453726,0.4125635693186918,23.58217372851129,6.285270880038041,-10.968635458042247,0.9999219537913672,0.002263687742812536,0.008796886609074836,0.008577693736967455,0.03713533182886647,0.034390560415934225
0.064,0.08,0,0,-0.01718755905965744,0.9999634996483927,1,2.729633341627051,2.9779457337148094,0.9306264590524975,-0.1179504471271214,-0.12385968126460636,0.30295888908954693,18.58355740566778,4.706238384965458,-54.80234011457244,0.9999206514083085,0.0021420535997909696,0.008674698087298843,0.008879870869210313,0.03733423752383094,0.034392008873940935
0.066,0.0825,0,0,-0.01718755905965744,0.9999634996483927,1,2.725512835235456,2.9994214253200635,1.0287705479985352,-0.08516670033272729,-0.1168436876055801,0.17210990466996182,16.39187339719706,3.507996829513129,-65.42449220979256,0.9999202940393652,0.0020544042058694514,0.008558956603236164,0.00905147797060642,0.03752210483873099,0.03439707274082052
0.068,0.085,0,0,-0.01718755905965744,0.9999634996483927,1,2.722206793053834,2.8894220157259385,1.1930999200141184,-0.054512386718290166,-0.11151518499303102,0.04573035094736403,15.327156807218557,2.664251306274539,-63.189776861298895,0.9999209379095466,0.001998538277700669,0.008448015818180462,0.00909696672418623,0.03769831767205027,0.03440281958366889
0.07,0.08750000000000001,0,0,-0.01718755905965744,0.9999634996483927,1,2.7194086902232115,2.7238866125727887,1.2591126930170162,-0.02574240703390889,-0.10722561573322029,-0.0686567950325756,14.384989842190638,2.144784629905366,-57.19357298996981,0.9999225113367443,0.0019724452145282755,0.008340885397038884,0.00902831172966004,0.037862727863497606,0.03440789497674883
0.07200000000000001,0.09000000000000001,0,0,-0.01718755905965744,0.9999634996483927,1,2.709753365257036,2.579911623575801,1.3812373760286647,0.002405686439109107,-0.10366758524711259,-0.17006745169054582,14.074046736508999,1.7790152430538535,-50.70532832898511,0.9999248867633165,0.001975374897436759,0.008236870228811663,0.00885848148483439,0.03801536823982187,0.03441028081480117
